country,season,name,price,score,review_label,review_count,facility_size_m2,num_bedrooms,facility_type
Tunisia,May_Spring,Signiature aparttement,TND 143,9.8,Exceptional,8 reviews,15,1,Apartment
Tunisia,May_Spring,Villa Belvedere,TND 229,9.5,Exceptional,213 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Ain Zaghouen Tunis proche Aeroport - luxueux style parisien,TND 152,8.5,Very Good,30 reviews,60,1,Apartment
Tunisia,May_Spring,Plaza la marsa,TND 203,6.5,Scored 6.5,191 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Seven Floors,TND 281,8.6,Excellent,107 reviews,125,2,Apartment
Tunisia,May_Spring,Hotel Carlton,TND 279,8.4,Very Good,"3,288 reviews",N/A,N/A,N/A
Tunisia,May_Spring,Concorde Les Berges du Lac,TND 517,8.0,Very Good,"1,104 reviews",N/A,N/A,N/A
Tunisia,May_Spring,Concorde Paris,TND 382,8.0,Very Good,"1,038 reviews",N/A,N/A,N/A
Tunisia,May_Spring,hôtel LE PACHA,TND 196,6.6,Scored 6.6,665 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Ibis Tunis,TND 275,7.5,Good,541 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Hôtel le calife,TND 122,7.8,Good,"1,160 reviews",N/A,N/A,N/A
Tunisia,May_Spring,La Chambre bleue,TND 313,9.4,Wonderful,105 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Hotel Afef,TND 85,5.5,Scored 5.5,193 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Dar El Jeld Hotel and Spa,TND 725,9.5,Exceptional,790 reviews,65,1,Suite
Tunisia,May_Spring,MAIA HOTEL SUITES,TND 457,8.8,Excellent,"1,482 reviews",N/A,N/A,N/A
Tunisia,May_Spring,Sheraton Tunis Hotel,TND 550,8.5,Very Good,661 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Hôtel des Alliés,TND 102,5.8,Scored 5.8,17 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Hotel Plaza la marsa,TND 160,6.8,Scored 6.8,9 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Dar El Médina,TND 364,9.0,Wonderful,"1,324 reviews",N/A,N/A,N/A
Tunisia,May_Spring,Hotel Royal ASBU Tunis,TND 533,8.0,Very Good,686 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Dar Ben Turkia,TND 547,9.7,Exceptional,102 reviews,75,1,Suite
Tunisia,May_Spring,NEFISSA Résidence,TND 114,8.0,Very Good,43 reviews,40,1,Apartment
Tunisia,May_Spring,Downtown Tunis Hotel,TND 177,8.1,Very Good,"1,438 reviews",N/A,N/A,N/A
Tunisia,May_Spring,Marigold Hotel,TND 349,8.2,Very Good,"2,412 reviews",N/A,N/A,N/A
Tunisia,May_Spring,Dar Omi Aicha,TND 135,9.5,Exceptional,2 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Confortable S1 nouvelle soukra,TND 115,7.0,Good,4 reviews,78,1,Apartment
Tunisia,May_Spring,Superbe appartement a ain zaghouen - proche aéroport,TND 142,10,Exceptional,5 reviews,70,1,Apartment
Tunisia,May_Spring,Hôtel La Maison Blanche,TND 295,6.9,Scored 6.9,759 reviews,N/A,1,Suite
Tunisia,May_Spring,Golden Tulip El Mechtel,TND 372,8.1,Very Good,"1,966 reviews",N/A,N/A,N/A
Tunisia,May_Spring,Le Luxe de Jardin de Carthage,TND 163,7.2,Good,114 reviews,58,1,Apartment
Tunisia,May_Spring,Hotel Ibn Khaldoun,TND 213,7.2,Good,757 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Hôtel Ayachi,TND 86,4.6,Scored 4.6,221 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Hôtel Belvédère Fourati,TND 309,9.2,Wonderful,767 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Campanile El Mechtel Tunis,TND 263,8.1,Very Good,"2,495 reviews",N/A,N/A,N/A
Tunisia,May_Spring,Mövenpick Hotel du Lac Tunis,TND 671,8.2,Very Good,748 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Royal Victoria - Ex British Embassy,TND 402,8.2,Very Good,"1,346 reviews",N/A,N/A,N/A
Tunisia,May_Spring,Hotel plaza corniche la marsa,TND 169,6.2,Scored 6.2,129 reviews,N/A,N/A,N/A
Tunisia,May_Spring,"Hotel Lac Leman, LES BERGES DU LAC",TND 403,7.0,Good,418 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Tunis Marriott Hotel,TND 554,8.4,Very Good,468 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Le National,TND 188,7.7,Good,"1,028 reviews",N/A,N/A,N/A
Tunisia,May_Spring,Dar Ben Gacem Kahia,TND 339,8.6,Excellent,548 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Hotel du Parc,TND 254,7.6,Good,156 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Dar Corniche La Marsa (Adults Only),TND 448,9.5,Exceptional,361 reviews,N/A,N/A,N/A
Tunisia,May_Spring,lac 2 apartment,TND 256,8.8,Excellent,5 reviews,70,1,Apartment
Tunisia,May_Spring,Texas appartement,TND 109,9.3,Wonderful,6 reviews,80,1,Apartment
Tunisia,May_Spring,Appartement Ettahrir,TND 97,8.5,Very Good,26 reviews,67,2,Apartment
Tunisia,May_Spring,Kyriad Prestige City Center Tunis,TND 341,8.6,Excellent,620 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Hôtel de Russie,TND 98,5.0,Scored 5.0,1 review,N/A,N/A,N/A
Tunisia,May_Spring,Dar benny jardin carthage,TND 166,9.1,Wonderful,7 reviews,75,1,Apartment
Tunisia,May_Spring,luxueux S2 hay wahatt,TND 152,7.8,Good,4 reviews,99,2,Apartment
Tunisia,May_Spring,El Hana International,TND 254,5.3,Scored 5.3,187 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Dar Hamouda Guest House - Médina de Tunis,TND 257,9.0,Wonderful,185 reviews,N/A,N/A,N/A
Tunisia,May_Spring,Le Corail Suites Hotel,TND 700,8.5,Very Good,"1,217 reviews",N/A,N/A,N/A
Tunisia,May_Spring,Marsa BiBi,TND 119,7.8,Good,89 reviews,45,1,Apartment
Tunisia,May_Spring,Cozy apartment in Tunis downtown,TND 237,9.2,Wonderful,51 reviews,85,2,Apartment
Tunisia,May_Spring,Duplex cité el Hana en face tennis club la marsa,TND 201,10,Exceptional,5 reviews,170,2,Apartment
Tunisia,May_Spring,My Second Home,TND 116,7.5,Good,43 reviews,60,1,Apartment
Tunisia,July_Summer,Immocar Appartements,TND 102,N/A,N/A,N/A,90,1,Apartment
Tunisia,July_Summer,Hotel karim Tunis,TND 146,9.1,Wonderful,129 reviews,N/A,N/A,N/A
Tunisia,July_Summer,Dar Ben Gacem,TND 339,9.0,Wonderful,528 reviews,N/A,1,Suite
Tunisia,July_Summer,Hotel Dar Ali,TND 142,7.2,Good,"1,551 reviews",N/A,N/A,N/A
Tunisia,July_Summer,Dar Zyne- Maison d'hôte,TND 186,8.8,Excellent,107 reviews,N/A,N/A,N/A
Tunisia,July_Summer,"The 18, Marsa Guest House",TND 129,8.8,Excellent,219 reviews,N/A,N/A,N/A
Tunisia,July_Summer,The NINE Lifestyle Experience,TND 504,9.1,Wonderful,286 reviews,N/A,N/A,N/A
Tunisia,July_Summer,Le Parisien Tunis,TND 156,8.1,Very Good,643 reviews,N/A,N/A,N/A
Tunisia,July_Summer,L'Orchidée - Suites de Luxe avec Piscine Chauffée et Vue sur le Lac de Tunis,TND 463,9.6,Exceptional,190 reviews,N/A,1,Suite
Tunisia,July_Summer,El Mouradi Hotel Africa Tunis,TND 309,7.5,Good,"1,956 reviews",N/A,N/A,N/A
Tunisia,July_Summer,"Radisson Blu Hotel & Convention Center, Tunis",TND 520,8.6,Excellent,"1,006 reviews",N/A,N/A,N/A
Tunisia,July_Summer,"Radisson Hotel Tunis, City Center",TND 414,8.8,Excellent,591 reviews,N/A,N/A,N/A
Tunisia,July_Summer,Hôtel Suisse Tunis,TND 197,8.7,Excellent,"2,571 reviews",N/A,N/A,N/A
Tunisia,July_Summer,Hotel AL KARMEL,TND 149,6.9,Scored 6.9,"1,511 reviews",N/A,N/A,N/A
Tunisia,July_Summer,Villetta di lusso in Tunisia,TND 853,8.6,Excellent,66 reviews,220,4,Villa
Tunisia,July_Summer,Acropole Tunis,TND 335,7.6,Good,"1,664 reviews",N/A,N/A,N/A
Tunisia,July_Summer,Dar El Kif - La Marsa,TND 356,8.9,Excellent,341 reviews,N/A,N/A,N/A
Tunisia,July_Summer,Golf Royal Hotel,TND 268,8.0,Very Good,"2,990 reviews",N/A,N/A,N/A
Tunisia,July_Summer,Nomads Hostel Tunisia,TND 102,8.7,Excellent,984 reviews,N/A,N/A,N/A
Tunisia,July_Summer,Signiature aparttement,TND 180,9.8,Exceptional,8 reviews,15,1,Apartment
Tunisia,July_Summer,Bohème,TND 194,9.6,Exceptional,71 reviews,100,2,Apartment
Tunisia,July_Summer,Plaza la marsa,TND 220,6.5,Scored 6.5,191 reviews,N/A,N/A,N/A
Tunisia,July_Summer,Seven Floors,TND 280,8.6,Excellent,107 reviews,125,2,Apartment
Tunisia,July_Summer,Hotel Carlton,TND 272,8.4,Very Good,"3,288 reviews",N/A,N/A,N/A
Tunisia,July_Summer,Concorde Les Berges du Lac,TND 517,8.0,Very Good,"1,104 reviews",N/A,N/A,N/A
Tunisia,September_LowSeason,Immocar Appartements,TND 102,N/A,N/A,N/A,90,1,Apartment
Tunisia,September_LowSeason,Hotel karim Tunis,TND 146,9.1,Wonderful,129 reviews,N/A,N/A,N/A
Tunisia,September_LowSeason,Dar Ben Gacem,TND 339,9.0,Wonderful,528 reviews,N/A,1,Suite
Tunisia,September_LowSeason,Hotel Dar Ali,TND 142,7.2,Good,"1,551 reviews",N/A,N/A,N/A
Tunisia,September_LowSeason,Dar Zyne- Maison d'hôte,TND 156,8.8,Excellent,107 reviews,N/A,N/A,N/A
Tunisia,September_LowSeason,The NINE Lifestyle Experience,TND 504,9.1,Wonderful,286 reviews,N/A,N/A,N/A
Tunisia,September_LowSeason,Le Parisien Tunis,TND 156,8.1,Very Good,643 reviews,N/A,N/A,N/A
Tunisia,September_LowSeason,L'Orchidée - Suites de Luxe avec Piscine Chauffée et Vue sur le Lac de Tunis,TND 420,9.6,Exceptional,190 reviews,N/A,1,Suite
Tunisia,September_LowSeason,El Mouradi Hotel Africa Tunis,TND 309,7.5,Good,"1,956 reviews",N/A,N/A,N/A
Tunisia,September_LowSeason,"Radisson Blu Hotel & Convention Center, Tunis",TND 332,8.6,Excellent,"1,006 reviews",N/A,N/A,N/A
Tunisia,September_LowSeason,Hôtel LE CONSUL,TND 379,8.3,Very Good,192 reviews,N/A,N/A,N/A
Tunisia,September_LowSeason,Hôtel Suisse Tunis,TND 232,8.7,Excellent,"2,571 reviews",N/A,N/A,N/A
Tunisia,September_LowSeason,"Radisson Hotel Tunis, City Center",TND 449,8.8,Excellent,591 reviews,N/A,N/A,N/A
Tunisia,September_LowSeason,Hotel AL KARMEL,TND 149,6.9,Scored 6.9,"1,511 reviews",N/A,N/A,N/A
Tunisia,September_LowSeason,Villetta di lusso in Tunisia,TND 541,8.6,Excellent,66 reviews,220,4,Villa
Tunisia,September_LowSeason,Acropole Tunis,TND 335,7.6,Good,"1,664 reviews",N/A,N/A,N/A
Tunisia,September_LowSeason,Dar El Kif - La Marsa,TND 305,8.9,Excellent,341 reviews,N/A,N/A,N/A
Tunisia,September_LowSeason,Golf Royal Hotel,TND 335,8.0,Very Good,"2,990 reviews",N/A,N/A,N/A
Tunisia,September_LowSeason,Nomads Hostel Tunisia,TND 102,8.7,Excellent,984 reviews,N/A,N/A,N/A
Tunisia,September_LowSeason,Signiature aparttement,TND 180,9.8,Exceptional,8 reviews,15,1,Apartment
Tunisia,September_LowSeason,Bohème,TND 194,9.6,Exceptional,71 reviews,100,2,Apartment
Tunisia,September_LowSeason,Lafayette Centre,TND 68,10,Exceptional,1 review,28,1,Apartment
Tunisia,September_LowSeason,Plaza la marsa,TND 203,6.5,Scored 6.5,191 reviews,N/A,N/A,N/A
Tunisia,September_LowSeason,Seven Floors,TND 280,8.6,Excellent,107 reviews,125,2,Apartment
Tunisia,September_LowSeason,Hotel Carlton,TND 293,8.4,Very Good,"3,288 reviews",N/A,N/A,N/A
Morocco,May_Spring,Pickalbatros Sungo Club Aqua Park - 24 HRS All Inclusive,TND 881,8.9,Excellent,"1,252 reviews",N/A,N/A,N/A
Morocco,May_Spring,Ibis Marrakech Centre Gare,TND 262,6.6,Scored 6.6,"2,860 reviews",N/A,N/A,N/A
Morocco,May_Spring,Hotel Riu Tikida Palmeraie - All Inclusive,TND 651,7.9,Good,"3,094 reviews",N/A,N/A,N/A
Morocco,May_Spring,Kenzi Rose Garden,TND 655,8.2,Very Good,"7,112 reviews",N/A,N/A,N/A
Morocco,May_Spring,Grand Plaza Marrakech,TND 396,8.7,Excellent,"1,712 reviews",N/A,N/A,N/A
Morocco,May_Spring,"Villa Sumaïa - Maison de caractère, Boutique Hotel",TND 630,9.4,Wonderful,74 reviews,N/A,N/A,N/A
Morocco,May_Spring,Agafay Luxury camp,"TND 1,078",8.1,Very Good,"3,602 reviews",N/A,1,Other
Morocco,May_Spring,TUI BLUE Medina Gardens - Adults Only - All Inclusive,TND 871,8.6,Excellent,849 reviews,N/A,N/A,N/A
Morocco,May_Spring,Mogador Menzah Appart Hôtel,TND 210,6.0,Scored 6.0,"3,792 reviews",N/A,N/A,N/A
Morocco,May_Spring,Le Meridien N'fis,"TND 1,045",7.1,Good,860 reviews,N/A,N/A,N/A
Morocco,May_Spring,Riad Zehra,TND 396,9.4,Wonderful,346 reviews,N/A,N/A,N/A
Morocco,May_Spring,Ari Boutique Hôtel - Adult Only,TND 397,9.0,Wonderful,"1,889 reviews",N/A,N/A,N/A
Morocco,May_Spring,Hotel Toulousain,TND 207,7.9,Good,"1,357 reviews",N/A,N/A,N/A
Morocco,May_Spring,Royal Mirage Deluxe,TND 451,7.2,Good,"2,107 reviews",N/A,N/A,N/A
Morocco,May_Spring,Longue vie Hotels,TND 562,9.3,Wonderful,"3,036 reviews",N/A,N/A,N/A
Morocco,May_Spring,Savoy Le Grand Hotel Marrakech,"TND 1,397",8.1,Very Good,"11,566 reviews",89,1,Suite
Morocco,May_Spring,Novotel Marrakech Hivernage,TND 470,6.8,Scored 6.8,"1,046 reviews",N/A,N/A,N/A
Morocco,May_Spring,Kenzi Club Agdal Medina - All Inclusive,TND 841,8.4,Very Good,"1,726 reviews",N/A,N/A,N/A
Morocco,May_Spring,Riad De Vinci & SPA,TND 421,8.5,Very Good,"1,818 reviews",N/A,1,Suite
Morocco,May_Spring,Hotel Relax Marrakech,TND 173,7.8,Good,"4,940 reviews",N/A,N/A,N/A
Morocco,May_Spring,Nassim Hôtel,TND 254,7.0,Good,850 reviews,N/A,N/A,N/A
Morocco,May_Spring,Riad Casa nomad,TND 256,9.1,Wonderful,102 reviews,N/A,N/A,N/A
Morocco,May_Spring,Hotel Almas,TND 217,7.9,Good,"5,335 reviews",N/A,N/A,N/A
Morocco,May_Spring,Riad Dar Blanche & Spa,TND 534,9.1,Wonderful,"1,248 reviews",N/A,N/A,N/A
Morocco,May_Spring,Riad Zayn & Spa,TND 427,9.5,Exceptional,712 reviews,N/A,N/A,N/A
Morocco,July_Summer,Riad l'Oiseau du Paradis,TND 327,9.4,Wonderful,"2,385 reviews",N/A,N/A,N/A
Morocco,July_Summer,Pickalbatros Sungo Club Aqua Park - 24 HRS All Inclusive,"TND 1,473",8.9,Excellent,"1,252 reviews",N/A,N/A,N/A
Morocco,July_Summer,Ibis Marrakech Centre Gare,TND 219,6.6,Scored 6.6,"2,860 reviews",N/A,N/A,N/A
Morocco,July_Summer,Kenzi Rose Garden,TND 472,8.2,Very Good,"7,112 reviews",N/A,N/A,N/A
Morocco,July_Summer,Grand Plaza Marrakech,TND 420,8.7,Excellent,"1,712 reviews",N/A,N/A,N/A
Morocco,July_Summer,"Villa Sumaïa - Maison de caractère, Boutique Hotel",TND 501,9.4,Wonderful,74 reviews,N/A,N/A,N/A
Morocco,July_Summer,Agafay Luxury camp,TND 799,8.1,Very Good,"3,602 reviews",N/A,1,Other
Morocco,July_Summer,TUI BLUE Medina Gardens - Adults Only - All Inclusive,TND 871,8.6,Excellent,849 reviews,N/A,N/A,N/A
Morocco,July_Summer,Hotel Le Grand Imilchil,TND 193,6.6,Scored 6.6,"5,501 reviews",N/A,N/A,N/A
Morocco,July_Summer,Riad Eden Dorient,TND 351,9.2,Wonderful,361 reviews,N/A,N/A,N/A
Morocco,July_Summer,Mogador Menzah Appart Hôtel,TND 210,6.0,Scored 6.0,"3,792 reviews",N/A,N/A,N/A
Morocco,July_Summer,Riad Douha,TND 220,9.0,Wonderful,68 reviews,N/A,N/A,N/A
Morocco,July_Summer,Le Meridien N'fis,TND 584,7.1,Good,860 reviews,N/A,N/A,N/A
Morocco,July_Summer,Ari Boutique Hôtel - Adult Only,TND 495,9.0,Wonderful,"1,889 reviews",N/A,N/A,N/A
Morocco,July_Summer,Hotel Toulousain,TND 207,7.9,Good,"1,357 reviews",N/A,N/A,N/A
Morocco,July_Summer,Riad Zehra,TND 291,9.4,Wonderful,346 reviews,N/A,N/A,N/A
Morocco,July_Summer,Royal Mirage Deluxe,TND 451,7.2,Good,"2,107 reviews",N/A,N/A,N/A
Morocco,July_Summer,Longue vie Hotels,TND 468,9.3,Wonderful,"3,036 reviews",N/A,N/A,N/A
Morocco,July_Summer,Savoy Le Grand Hotel Marrakech,TND 554,8.1,Very Good,"11,566 reviews",N/A,N/A,N/A
Morocco,July_Summer,Novotel Marrakech Hivernage,TND 318,6.8,Scored 6.8,"1,046 reviews",N/A,N/A,N/A
Morocco,July_Summer,Kenzi Club Agdal Medina - All Inclusive,TND 880,8.4,Very Good,"1,726 reviews",N/A,N/A,N/A
Morocco,July_Summer,Riad De Vinci & SPA,TND 280,8.5,Very Good,"1,818 reviews",N/A,N/A,N/A
Morocco,July_Summer,Riad BB Marrakech,TND 241,9.2,Wonderful,71 reviews,N/A,N/A,N/A
Morocco,July_Summer,Hotel Relax Marrakech,TND 173,7.8,Good,"4,940 reviews",N/A,N/A,N/A
Morocco,July_Summer,Nassim Hôtel,TND 288,7.0,Good,850 reviews,N/A,N/A,N/A
Morocco,September_LowSeason,Pickalbatros Sungo Club Aqua Park - 24 HRS All Inclusive,TND 948,8.9,Excellent,"1,252 reviews",N/A,N/A,N/A
Morocco,September_LowSeason,Ibis Marrakech Centre Gare,TND 213,6.6,Scored 6.6,"2,860 reviews",N/A,N/A,N/A
Morocco,September_LowSeason,Kenzi Rose Garden,TND 619,8.2,Very Good,"7,112 reviews",N/A,N/A,N/A
Morocco,September_LowSeason,Grand Plaza Marrakech,TND 436,8.7,Excellent,"1,712 reviews",N/A,N/A,N/A
Morocco,September_LowSeason,"Villa Sumaïa - Maison de caractère, Boutique Hotel",TND 559,9.4,Wonderful,74 reviews,N/A,N/A,N/A
Morocco,September_LowSeason,Agafay Luxury camp,TND 999,8.1,Very Good,"3,602 reviews",N/A,1,Other
Morocco,September_LowSeason,TUI BLUE Medina Gardens - Adults Only - All Inclusive,TND 871,8.6,Excellent,849 reviews,N/A,N/A,N/A
Morocco,September_LowSeason,Hotel Le Grand Imilchil,TND 193,6.6,Scored 6.6,"5,501 reviews",N/A,N/A,N/A
Morocco,September_LowSeason,Riad Eden Dorient,TND 363,9.2,Wonderful,361 reviews,N/A,N/A,N/A
Morocco,September_LowSeason,Mogador Menzah Appart Hôtel,TND 149,6.0,Scored 6.0,"3,792 reviews",35,1,Studio
